,movieId,title,genres,title_short,year
2257,2995,House on Haunted Hill,Horror|Thriller,House on Haunted Hill,1999
2258,2996,Music of the Heart,Drama,Music of the Heart,1999
2259,2997,Being John Malkovich,Comedy|Drama|Fantasy,Being John Malkovich,1999
2260,3000,Princess Mononoke,Action|Adventure|Animation|Drama|Fantasy,Princess Mononoke,1997
2261,3002,My Best Fiend,Documentary,My Best Fiend,1999
2262,3003,Train of Life,Comedy|Drama|Romance|War,Train of Life,1998
2263,3004,The Bachelor,Comedy|Romance,The Bachelor,1999
2264,3005,The Bone Collector,Thriller,The Bone Collector,1999
2265,3006,The Insider,Drama|Thriller,The Insider,1999
2266,3007,American Movie,Documentary,American Movie,1999
2267,3008,Last Night,Drama|Sci-Fi,Last Night,1998
2269,3011,"They Shoot Horses, Don't They?",Drama,"They Shoot Horses, Don't They?",1969
2270,3013,Bride of Re-Animator,Comedy|Horror,Bride of Re-Animator,1990
2273,3016,Creepshow,Horror,Creepshow,1982
2274,3017,Creepshow 2,Horror,Creepshow 2,1987
2275,3018,Re-Animator,Comedy|Horror|Sci-Fi,Re-Animator,1985
2276,3019,Drugstore Cowboy,Crime|Drama,Drugstore Cowboy,1989
2277,3020,Falling Down,Action|Drama,Falling Down,1993
2278,3021,The Funhouse,Horror,The Funhouse,1981
2279,3022,The General,Comedy|War,The General,1926
2281,3028,The Taming of the Shrew,Comedy,The Taming of the Shrew,1967
2282,3029,Nighthawks,Action|Drama,Nighthawks,1981
2283,3030,Yojimbo,Action|Adventure,Yojimbo,1961
2284,3031,Repossessed,Comedy,Repossessed,1990
2286,3033,Spaceballs,Comedy|Sci-Fi,Spaceballs,1987
2287,3034,Robin Hood,Adventure|Animation|Children|Comedy|Musical,Robin Hood,1973
2288,3035,Mister Roberts,Comedy|Drama|War,Mister Roberts,1955
2289,3036,Quest for Fire,Adventure|Drama,Quest for Fire,1981
2290,3037,Little Big Man,Western,Little Big Man,1970
2291,3038,A Face in the Crowd,Drama,A Face in the Crowd,1957
2292,3039,Trading Places,Comedy,Trading Places,1983
2293,3040,Meatballs,Comedy,Meatballs,1979
2296,3043,Meatballs 4,Comedy,Meatballs 4,1992
2297,3044,Dead Again,Mystery|Romance|Thriller,Dead Again,1991
2298,3045,Peter's Friends,Comedy|Drama,Peter's Friends,1992
2299,3046,The Incredibly True Adventure of Two Girls in Love,Comedy|Romance,The Incredibly True Adventure of Two Girls in Love,1995
2300,3048,Under the Rainbow,Comedy,Under the Rainbow,1981
2303,3053,The Messenger: The Story of Joan of Arc,Drama|War,The Messenger: The Story of Joan of Arc,1999
2304,3054,Pokémon: The First Movie,Adventure|Animation|Children|Fantasy|Sci-Fi,Pokémon: The First Movie,1998
2305,3055,Felicia's Journey,Thriller,Felicia's Journey,1999
2306,3056,Oxygen,Crime|Drama|Thriller,Oxygen,1999
2307,3057,Where's Marlowe?,Comedy,Where's Marlowe?,1998
2308,3060,The Commitments,Comedy|Drama|Musical,The Commitments,1991
2309,3061,Holiday Inn,Comedy|Musical,Holiday Inn,1942
2310,3062,The Longest Day,Action|Drama|War,The Longest Day,1962
2311,3063,Poison Ivy,Drama|Thriller,Poison Ivy,1992
2313,3066,Tora! Tora! Tora!,Action|Drama|War,Tora! Tora! Tora!,1970
2314,3067,Women on the Verge of a Nervous Breakdown,Comedy|Drama,Women on the Verge of a Nervous Breakdown,1988
2315,3068,The Verdict,Drama|Mystery,The Verdict,1982
2316,3070,The Adventures of Buckaroo Banzai Across the 8th Dimension,Adventure|Comedy|Sci-Fi,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984
2317,3071,Stand and Deliver,Comedy|Drama,Stand and Deliver,1988
2318,3072,Moonstruck,Comedy|Romance,Moonstruck,1987
2319,3073,The Sandpiper,Drama|Romance,The Sandpiper,1965
2320,3074,Jeremiah Johnson,Western,Jeremiah Johnson,1972
2321,3075,Repulsion,Drama|Horror,Repulsion,1965
2322,3076,Irma la Douce,Comedy,Irma la Douce,1963
2324,3078,Liberty Heights,Drama,Liberty Heights,1999
2325,3079,Mansfield Park,Comedy|Drama|Romance,Mansfield Park,1999
2326,3081,Sleepy Hollow,Fantasy|Horror|Mystery|Romance,Sleepy Hollow,1999
2327,3082,The World Is Not Enough,Action|Adventure|Thriller,The World Is Not Enough,1999
2328,3083,All About My Mother,Drama,All About My Mother,1999
2329,3086,Babes in Toyland,Children|Comedy|Fantasy|Musical,Babes in Toyland,1934
2330,3087,Scrooged,Comedy|Fantasy|Romance,Scrooged,1988
2331,3088,Harvey,Comedy|Fantasy,Harvey,1950
2332,3089,Bicycle Thieves,Drama,Bicycle Thieves,1948
2333,3090,Matewan,Drama,Matewan,1987
2335,3093,McCabe & Mrs. Miller,Drama|Western,McCabe & Mrs. Miller,1971
2336,3094,Maurice,Drama|Romance,Maurice,1987
2337,3095,The Grapes of Wrath,Drama,The Grapes of Wrath,1940
2338,3096,My Man Godfrey,Comedy,My Man Godfrey,1957
2339,3097,The Shop Around the Corner,Comedy|Drama|Romance,The Shop Around the Corner,1940
2340,3098,The Natural,Drama,The Natural,1984
2341,3099,Shampoo,Comedy|Drama|Romance,Shampoo,1975
2342,3100,A River Runs Through It,Drama,A River Runs Through It,1992
2343,3101,Fatal Attraction,Drama|Thriller,Fatal Attraction,1987
2344,3102,Jagged Edge,Crime|Romance|Thriller,Jagged Edge,1985
2345,3103,Stanley & Iris,Drama|Romance,Stanley & Iris,1990
2346,3104,Midnight Run,Action|Comedy|Crime|Thriller,Midnight Run,1988
2347,3105,Awakenings,Drama|Mystery,Awakenings,1990
2348,3106,Come See the Paradise,Drama|Romance,Come See the Paradise,1990
2349,3107,Backdraft,Action|Drama,Backdraft,1991
2350,3108,The Fisher King,Comedy|Drama|Fantasy|Romance,The Fisher King,1991
2351,3109,The River,Drama,The River,1984
2352,3111,Places in the Heart,Drama,Places in the Heart,1984
2354,3113,End of Days,Action|Fantasy|Horror|Mystery|Thriller,End of Days,1999
2355,3114,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,Toy Story 2,1999
2356,3115,Flawless,Drama,Flawless,1999
2357,3117,Ride with the Devil,Drama|Romance|War,Ride with the Devil,1999
2358,3120,The Distinguished Gentleman,Comedy,The Distinguished Gentleman,1992
2359,3125,The End of the Affair,Drama,The End of the Affair,1999
2361,3129,Sweet and Lowdown,Comedy|Drama,Sweet and Lowdown,1999
2363,3132,Daddy Long Legs,Comedy|Drama,Daddy Long Legs,1919
2365,3135,The Great Santini,Drama,The Great Santini,1979
2366,3138,Stealing Home,Drama,Stealing Home,1988
2367,3141,The Two Jakes,Drama,The Two Jakes,1990
2368,3142,U2: Rattle and Hum,Documentary|Musical,U2: Rattle and Hum,1988
2370,3145,Cradle Will Rock,Drama,Cradle Will Rock,1999
2371,3146,Deuce Bigalow: Male Gigolo,Comedy,Deuce Bigalow: Male Gigolo,1999
2372,3147,The Green Mile,Crime|Drama,The Green Mile,1999
2373,3148,The Cider House Rules,Drama,The Cider House Rules,1999
2374,3150,The War Zone,Drama|Thriller,The War Zone,1999
2375,3152,The Last Picture Show,Drama,The Last Picture Show,1971
2376,3153,The 7th Voyage of Sinbad,Action|Adventure|Fantasy,The 7th Voyage of Sinbad,1958
2377,3155,Anna and the King,Drama|Romance,Anna and the King,1999
2378,3156,Bicentennial Man,Drama|Romance|Sci-Fi,Bicentennial Man,1999
2379,3157,Stuart Little,Children|Comedy|Fantasy,Stuart Little,1999
2380,3158,The Emperor and the Assassin,Drama,The Emperor and the Assassin,1999
2383,3161,Onegin,Drama|Romance,Onegin,1999
2384,3162,Simpatico,Comedy|Drama,Simpatico,1999
2385,3163,Topsy-Turvy,Comedy|Drama|Musical,Topsy-Turvy,1999
2386,3165,Boiling Point,Action|Drama,Boiling Point,1993
2387,3167,Carnal Knowledge,Comedy|Drama,Carnal Knowledge,1971
2388,3168,Easy Rider,Adventure|Drama,Easy Rider,1969
2389,3169,The Falcon and the Snowman,Crime|Drama|Thriller,The Falcon and the Snowman,1985
2390,3171,Room at the Top,Drama,Room at the Top,1959
2391,3173,Any Given Sunday,Drama,Any Given Sunday,1999
2392,3174,Man on the Moon,Comedy|Drama,Man on the Moon,1999
2393,3175,Galaxy Quest,Adventure|Comedy|Sci-Fi,Galaxy Quest,1999
2394,3176,The Talented Mr. Ripley,Drama|Mystery|Thriller,The Talented Mr. Ripley,1999
2395,3177,Next Friday,Comedy,Next Friday,2000
2396,3178,The Hurricane,Drama,The Hurricane,1999
2397,3179,Angela's Ashes,Drama,Angela's Ashes,1999
2398,3181,Titus,Drama,Titus,1999
2399,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",Documentary,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999
2400,3183,The Third Miracle,Drama,The Third Miracle,1999
2401,3185,Snow Falling on Cedars,Drama,Snow Falling on Cedars,1999
2402,3186,"Girl, Interrupted",Drama,"Girl, Interrupted",1999
2403,3189,My Dog Skip,Children|Drama,My Dog Skip,1999
2406,3194,The Way We Were,Drama|Romance,The Way We Were,1973
2407,3196,Stalag 17,Drama|War,Stalag 17,1953
2408,3197,The Presidio,Action|Crime|Romance|Thriller,The Presidio,1988
2409,3198,Papillon,Crime|Drama,Papillon,1973
2410,3200,The Last Detail,Comedy|Drama,The Last Detail,1973
2411,3201,Five Easy Pieces,Drama,Five Easy Pieces,1970
2412,3203,Dead Calm,Thriller,Dead Calm,1989
2413,3204,The Boys from Brazil,Action|Mystery|Thriller,The Boys from Brazil,1978
2414,3206,Against All Odds,Romance,Against All Odds,1984
2416,3210,Fast Times at Ridgemont High,Comedy|Drama|Romance,Fast Times at Ridgemont High,1982
2418,3213,Batman: Mask of the Phantasm,Animation|Children,Batman: Mask of the Phantasm,1993
2419,3214,American Flyers,Drama,American Flyers,1985
2420,3217,A Star Is Born,Drama,A Star Is Born,1937
2421,3219,Pacific Heights,Mystery|Thriller,Pacific Heights,1990
2423,3223,A Zed & Two Noughts,Drama,A Zed & Two Noughts,1985
2425,3225,Down to You,Comedy|Romance,Down to You,2000
2426,3230,The Odessa File,Thriller,The Odessa File,1974
2427,3235,Where the Buffalo Roam,Comedy,Where the Buffalo Roam,1980
2428,3238,Eye of the Beholder,Thriller,Eye of the Beholder,1999
2429,3240,The Big Tease,Comedy,The Big Tease,1999
2430,3241,The Cup,Comedy,The Cup,1999
2431,3243,Encino Man,Comedy,Encino Man,1992
2432,3244,The Goodbye Girl,Comedy|Romance,The Goodbye Girl,1977
2433,3246,Malcolm X,Drama,Malcolm X,1992
2434,3247,Sister Act,Comedy|Crime,Sister Act,1992
2435,3248,Sister Act 2: Back in the Habit,Comedy,Sister Act 2: Back in the Habit,1993
2436,3249,The Hand That Rocks the Cradle,Drama|Thriller,The Hand That Rocks the Cradle,1992
2437,3250,Alive,Drama,Alive,1993
2438,3251,Agnes of God,Drama|Mystery,Agnes of God,1985
2439,3252,Scent of a Woman,Drama,Scent of a Woman,1992
2440,3253,Wayne's World,Comedy,Wayne's World,1992
2441,3254,Wayne's World 2,Comedy,Wayne's World 2,1993
2442,3255,A League of Their Own,Comedy|Drama,A League of Their Own,1992
2443,3256,Patriot Games,Action|Crime|Drama|Thriller,Patriot Games,1992
2444,3257,The Bodyguard,Drama|Romance|Thriller,The Bodyguard,1992
2445,3258,Death Becomes Her,Comedy|Fantasy,Death Becomes Her,1992
2446,3259,Far and Away,Adventure|Drama|Romance,Far and Away,1992
2447,3260,Howards End,Drama,Howards End,1992
2448,3261,Singles,Comedy|Drama|Romance,Singles,1992
2449,3262,Twin Peaks: Fire Walk with Me,Crime|Drama|Mystery|Thriller,Twin Peaks: Fire Walk with Me,1992
2450,3263,White Men Can't Jump,Comedy|Drama,White Men Can't Jump,1992
2451,3264,Buffy the Vampire Slayer,Action|Comedy|Horror,Buffy the Vampire Slayer,1992
2453,3266,Man Bites Dog,Comedy|Crime|Drama|Thriller,Man Bites Dog,1992
2455,3268,Stop! Or My Mom Will Shoot,Action|Comedy,Stop! Or My Mom Will Shoot,1992
2456,3269,Forever Young,Drama|Romance|Sci-Fi,Forever Young,1992
2457,3270,The Cutting Edge,Comedy|Drama|Romance,The Cutting Edge,1992
2458,3271,Of Mice and Men,Drama,Of Mice and Men,1992
2459,3272,Bad Lieutenant,Crime|Drama,Bad Lieutenant,1992
2460,3273,Scream 3,Comedy|Horror|Mystery|Thriller,Scream 3,2000
2461,3274,Single White Female,Drama|Thriller,Single White Female,1992
2462,3275,The Boondock Saints,Action|Crime|Drama|Thriller,The Boondock Saints,2000
2463,3276,Gun Shy,Comedy,Gun Shy,2000
2467,3284,They Might Be Giants,Comedy|Mystery|Romance,They Might Be Giants,1971
2468,3285,The Beach,Adventure|Drama,The Beach,2000
2469,3286,Snow Day,Comedy,Snow Day,2000
2470,3287,The Tigger Movie,Animation|Children,The Tigger Movie,2000
2471,3289,Not One Less,Drama,Not One Less,1999
2472,3294,Eaten Alive,Horror,Eaten Alive,1977
2473,3295,Raining Stones,Drama,Raining Stones,1993
2475,3298,Boiler Room,Crime|Drama|Thriller,Boiler Room,2000
2476,3299,Hanging Up,Comedy|Drama,Hanging Up,2000
2477,3300,Pitch Black,Horror|Sci-Fi|Thriller,Pitch Black,2000
2478,3301,The Whole Nine Yards,Comedy|Crime,The Whole Nine Yards,2000
2479,3302,Beautiful People,Comedy,Beautiful People,1999
2482,3307,City Lights,Comedy|Drama|Romance,City Lights,1931
2483,3308,The Flamingo Kid,Comedy|Drama,The Flamingo Kid,1984
2484,3310,The Kid,Comedy|Drama,The Kid,1921
2487,3316,Reindeer Games,Action|Thriller,Reindeer Games,2000
2488,3317,Wonder Boys,Comedy|Drama,Wonder Boys,2000
2489,3323,Chain of Fools,Comedy|Crime,Chain of Fools,2000
2491,3325,The Next Best Thing,Comedy|Drama,The Next Best Thing,2000
2492,3326,What Planet Are You From?,Comedy|Sci-Fi,What Planet Are You From?,2000
2493,3327,Beyond the Mat,Documentary,Beyond the Mat,1999
2494,3328,Ghost Dog: The Way of the Samurai,Crime|Drama,Ghost Dog: The Way of the Samurai,1999
2495,3329,The Year My Voice Broke,Drama|Romance,The Year My Voice Broke,1987
2496,3330,Splendor in the Grass,Drama|Romance,Splendor in the Grass,1961
2497,3331,My Tutor,Drama,My Tutor,1983
2498,3334,Key Largo,Crime|Drama|Film-Noir|Thriller,Key Largo,1948
2499,3338,For All Mankind,Documentary,For All Mankind,1989
2500,3341,Born Yesterday,Comedy,Born Yesterday,1950
2501,3342,Birdy,Drama|War,Birdy,1984
2504,3347,Never Cry Wolf,Adventure|Drama,Never Cry Wolf,1983
2505,3350,A Raisin in the Sun,Drama,A Raisin in the Sun,1961
2507,3354,Mission to Mars,Sci-Fi,Mission to Mars,2000
2508,3355,The Ninth Gate,Fantasy|Horror|Mystery|Thriller,The Ninth Gate,1999
2510,3358,Defending Your Life,Comedy|Drama|Fantasy|Romance,Defending Your Life,1991
2511,3359,Breaking Away,Comedy|Drama,Breaking Away,1979
2512,3360,Hoosiers,Drama|Romance,Hoosiers,1986
2513,3361,Bull Durham,Comedy|Drama|Romance,Bull Durham,1988
2514,3362,Dog Day Afternoon,Crime|Drama,Dog Day Afternoon,1975
2515,3363,American Graffiti,Comedy|Drama,American Graffiti,1973
2516,3364,The Asphalt Jungle,Crime|Film-Noir,The Asphalt Jungle,1950
2517,3365,The Searchers,Drama|Western,The Searchers,1956
2518,3368,The Big Country,Romance|Western,The Big Country,1958
2519,3370,Betrayed,Drama|Thriller,Betrayed,1988
2521,3374,Daughters of the Dust,Drama,Daughters of the Dust,1991
2522,3378,The Ogre,Drama,The Ogre,1996
2523,3379,On the Beach,Drama,On the Beach,1959
2524,3384,The Taking of Pelham One Two Three,Action|Crime,The Taking of Pelham One Two Three,1974
2525,3385,Volunteers,Comedy,Volunteers,1985
2526,3386,JFK,Drama|Mystery|Thriller,JFK,1991
2527,3387,Who's Harry Crumb?,Comedy|Mystery,Who's Harry Crumb?,1989
2528,3388,Harry and the Hendersons,Children|Comedy,Harry and the Hendersons,1987
2530,3390,Shanghai Surprise,Adventure|Crime|Drama|Romance,Shanghai Surprise,1986
2532,3392,She-Devil,Comedy,She-Devil,1989
2533,3393,Date with an Angel,Comedy|Fantasy|Romance,Date with an Angel,1987
2534,3394,Blind Date,Comedy|Romance,Blind Date,1987
2535,3395,Nadine,Comedy,Nadine,1987
2536,3396,The Muppet Movie,Adventure|Children|Comedy|Musical,The Muppet Movie,1979
2537,3397,The Great Muppet Caper,Children|Comedy,The Great Muppet Caper,1981
2538,3398,The Muppets Take Manhattan,Children|Comedy|Musical,The Muppets Take Manhattan,1984
2539,3400,We're Back! A Dinosaur's Story,Adventure|Animation|Children|Fantasy,We're Back! A Dinosaur's Story,1993
2542,3403,Raise the Titanic,Drama|Thriller,Raise the Titanic,1980
2543,3404,Titanic,Action|Drama,Titanic,1953
2545,3406,Captain Horatio Hornblower R.N.,Action|Adventure|Drama|War,Captain Horatio Hornblower R.N.,1951
2546,3408,Erin Brockovich,Drama,Erin Brockovich,2000
2547,3409,Final Destination,Drama|Thriller,Final Destination,2000
2549,3412,The Bear,Adventure|Children|Drama,The Bear,1988
2550,3414,Love Is a Many-Splendored Thing,Drama|Romance|War,Love Is a Many-Splendored Thing,1955
2551,3415,The Mirror,Drama,The Mirror,1975
2553,3418,Thelma & Louise,Adventure|Crime|Drama,Thelma & Louise,1991
2554,3420,...And Justice for All,Drama|Thriller,...And Justice for All,1979
2555,3421,Animal House,Comedy,Animal House,1978
2557,3423,School Daze,Drama,School Daze,1988
2558,3424,Do the Right Thing,Drama,Do the Right Thing,1989
2559,3425,Mo' Better Blues,Drama|Musical,Mo' Better Blues,1990
2560,3426,Jungle Fever,Drama|Romance,Jungle Fever,1991
2561,3428,The Champ,Drama,The Champ,1979
2563,3430,Death Wish,Action|Crime|Drama,Death Wish,1974
2565,3432,Death Wish 3,Action|Drama,Death Wish 3,1985
2566,3433,Death Wish 4: The Crackdown,Action|Drama,Death Wish 4: The Crackdown,1987
2568,3435,Double Indemnity,Crime|Drama|Film-Noir,Double Indemnity,1944
2569,3436,Dying Young,Drama|Romance,Dying Young,1991
2570,3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles,1990
2573,3441,Red Dawn,Action|Drama|War,Red Dawn,1984
2574,3442,Band of the Hand,Action|Crime|Drama,Band of the Hand,1986
2575,3444,Bloodsport,Action,Bloodsport,1988
2576,3445,Eyes of Laura Mars,Mystery|Thriller,Eyes of Laura Mars,1978
2577,3446,Funny Bones,Comedy|Drama,Funny Bones,1995
2578,3447,The Good Earth,Drama,The Good Earth,1937
2579,3448,"Good Morning, Vietnam",Comedy|Drama|War,"Good Morning, Vietnam",1987
2580,3449,The Good Mother,Drama,The Good Mother,1988
2581,3450,Grumpy Old Men,Comedy,Grumpy Old Men,1993
2582,3451,Guess Who's Coming to Dinner,Drama,Guess Who's Coming to Dinner,1967
2583,3452,Romeo Must Die,Action|Crime|Romance|Thriller,Romeo Must Die,2000
2584,3453,Here on Earth,Drama|Romance,Here on Earth,2000
2585,3454,Whatever It Takes,Comedy|Romance,Whatever It Takes,2000
2587,3456,The Color of Paradise,Drama,The Color of Paradise,1999
2588,3459,Gothic,Drama|Horror,Gothic,1986
2589,3461,Lord of the Flies,Adventure|Drama|Thriller,Lord of the Flies,1963
2590,3462,Modern Times,Comedy|Drama|Romance,Modern Times,1936
2591,3466,Heart and Souls,Comedy|Fantasy,Heart and Souls,1993
2592,3467,Hud,Drama|Western,Hud,1963
2593,3468,The Hustler,Drama,The Hustler,1961
2594,3469,Inherit the Wind,Drama,Inherit the Wind,1960
2596,3471,Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,Close Encounters of the Third Kind,1977
2598,3474,Retroactive,Sci-Fi|Thriller,Retroactive,1997
2599,3475,A Place in the Sun,Drama|Romance,A Place in the Sun,1951
2600,3476,Jacob's Ladder,Horror|Mystery,Jacob's Ladder,1990
2601,3477,Empire Records,Comedy|Drama,Empire Records,1995
2603,3479,Ladyhawke,Adventure|Fantasy|Romance,Ladyhawke,1985
2604,3480,Lucas,Drama|Romance,Lucas,1986
2605,3481,High Fidelity,Comedy|Drama|Romance,High Fidelity,2000
2606,3483,The Road to El Dorado,Animation|Children,The Road to El Dorado,2000
2607,3484,The Skulls,Thriller,The Skulls,2000
2608,3489,Hook,Adventure|Comedy|Fantasy,Hook,1991
2610,3494,True Grit,Adventure|Drama|Western,True Grit,1969
2613,3498,Midnight Express,Drama,Midnight Express,1978
2614,3499,Misery,Drama|Horror|Thriller,Misery,1990
2615,3500,Mr. Saturday Night,Comedy|Drama,Mr. Saturday Night,1992
2616,3501,Murphy's Romance,Comedy|Romance,Murphy's Romance,1985
2617,3502,My Life,Drama,My Life,1993
2618,3503,Solaris,Drama|Mystery|Sci-Fi,Solaris,1972
2619,3504,Network,Comedy|Drama,Network,1976
2620,3505,No Way Out,Drama|Mystery|Thriller,No Way Out,1987
2621,3506,North Dallas Forty,Comedy|Drama,North Dallas Forty,1979
2622,3507,The Odd Couple,Comedy,The Odd Couple,1968
2623,3508,The Outlaw Josey Wales,Action|Adventure|Drama|Thriller|Western,The Outlaw Josey Wales,1976
2624,3510,Frequency,Drama|Thriller,Frequency,2000
2625,3511,Ready to Rumble,Comedy,Ready to Rumble,2000
2626,3512,Return to Me,Drama|Romance,Return to Me,2000
2627,3513,Rules of Engagement,Drama|Thriller,Rules of Engagement,2000
2629,3515,Me Myself I,Comedy|Romance,Me Myself I,2000
2630,3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,"Bell, Book and Candle",1958
2631,3519,Force 10 from Navarone,Action|Drama|War,Force 10 from Navarone,1978
2633,3524,Arthur,Comedy|Romance,Arthur,1981
2634,3525,Bachelor Party,Comedy,Bachelor Party,1984
2635,3526,Parenthood,Comedy|Drama,Parenthood,1989
2636,3527,Predator,Action|Sci-Fi|Thriller,Predator,1987
2637,3528,The Prince of Tides,Drama|Romance,The Prince of Tides,1991
2638,3529,The Postman Always Rings Twice,Crime|Thriller,The Postman Always Rings Twice,1981
2640,3534,28 Days,Drama,28 Days,2000
2641,3535,American Psycho,Crime|Horror|Mystery|Thriller,American Psycho,2000
2642,3536,Keeping the Faith,Comedy|Drama|Romance,Keeping the Faith,2000
2643,3537,Where the Money Is,Comedy|Drama,Where the Money Is,2000
2645,3539,The Filth and the Fury,Documentary,The Filth and the Fury,2000
2646,3543,Diner,Comedy|Drama,Diner,1982
2647,3544,Shakes the Clown,Comedy,Shakes the Clown,1992
2648,3545,Cabaret,Drama|Musical,Cabaret,1972
2649,3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,What Ever Happened to Baby Jane?,1962
2650,3548,Auntie Mame,Comedy|Drama,Auntie Mame,1958
2651,3549,Guys and Dolls,Comedy|Musical|Romance,Guys and Dolls,1955
2652,3550,The Hunger,Horror,The Hunger,1983
2653,3551,Marathon Man,Crime|Drama|Thriller,Marathon Man,1976
2654,3552,Caddyshack,Comedy,Caddyshack,1980
2655,3553,Gossip,Drama|Thriller,Gossip,2000
2657,3555,U-571,Action|Thriller|War,U-571,2000
2658,3556,The Virgin Suicides,Drama|Romance,The Virgin Suicides,1999
2659,3557,Jennifer 8,Mystery|Thriller,Jennifer 8,1992
2660,3559,Limelight,Comedy|Drama|Romance,Limelight,1952
2661,3563,The Crow: Salvation,Action|Horror,The Crow: Salvation,2000
2662,3564,The Flintstones in Viva Rock Vegas,Children|Comedy,The Flintstones in Viva Rock Vegas,2000
2663,3565,Where the Heart Is,Comedy|Drama,Where the Heart Is,2000
2664,3566,The Big Kahuna,Comedy|Drama,The Big Kahuna,2000
2667,3569,The Idiots,Comedy|Drama,The Idiots,1998
2669,3572,Carnosaur,Horror|Sci-Fi,Carnosaur,1993
2670,3573,Carnosaur 2,Horror|Sci-Fi,Carnosaur 2,1995
2671,3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,Carnosaur 3: Primal Species,1996
2672,3576,The Hidden,Action|Horror|Sci-Fi,The Hidden,1987
2673,3577,Two Moon Junction,Drama|Romance,Two Moon Junction,1988
2674,3578,Gladiator,Action|Adventure|Drama,Gladiator,2000
2676,3581,Human Traffic,Comedy,Human Traffic,1999
2677,3584,Breathless,Action|Drama|Romance|Thriller,Breathless,1983
2678,3586,The Idolmaker,Drama|Romance,The Idolmaker,1980
2679,3587,Inferno,Horror,Inferno,1980
2681,3591,Mr. Mom,Comedy|Drama,Mr. Mom,1983
2683,3593,Battlefield Earth,Action|Sci-Fi,Battlefield Earth,2000
2684,3594,Center Stage,Drama|Musical,Center Stage,2000
2685,3596,Screwed,Comedy,Screwed,2000
2686,3597,Whipped,Comedy,Whipped,2000
2687,3598,Hamlet,Crime|Drama|Romance|Thriller,Hamlet,2000
2688,3599,Anchors Aweigh,Comedy|Musical,Anchors Aweigh,1945
2689,3604,Gypsy,Musical,Gypsy,1962
2690,3606,On the Town,Comedy|Musical|Romance,On the Town,1949
2693,3614,Honeymoon in Vegas,Comedy|Romance,Honeymoon in Vegas,1992
2694,3615,Dinosaur,Adventure|Animation|Children,Dinosaur,2000
2695,3616,Loser,Comedy|Romance,Loser,2000
2696,3617,Road Trip,Comedy,Road Trip,2000
2697,3618,Small Time Crooks,Comedy|Crime,Small Time Crooks,2000
2698,3619,The Hollywood Knights,Comedy,The Hollywood Knights,1980
2699,3622,The Twelve Chairs,Comedy,The Twelve Chairs,1970
2701,3624,Shanghai Noon,Action|Adventure|Comedy|Western,Shanghai Noon,2000
2704,3627,Carnival of Souls,Horror|Thriller,Carnival of Souls,1962
2705,3628,Flying Tigers,Action|Drama|Romance|War,Flying Tigers,1942
2706,3629,The Gold Rush,Adventure|Comedy|Romance,The Gold Rush,1925
2707,3632,Monsieur Verdoux,Comedy|Crime,Monsieur Verdoux,1947
2708,3633,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,On Her Majesty's Secret Service,1969
2709,3634,Seven Days in May,Thriller,Seven Days in May,1964
2710,3635,The Spy Who Loved Me,Action|Adventure|Thriller,The Spy Who Loved Me,1977
2711,3637,Vagabond,Drama,Vagabond,1985
2712,3638,Moonraker,Action|Adventure|Sci-Fi|Thriller,Moonraker,1979
2713,3639,The Man with the Golden Gun,Action|Adventure|Thriller,The Man with the Golden Gun,1974
2716,3643,The Fighting Seabees,Action|Drama|War,The Fighting Seabees,1944
2717,3646,Big Momma's House,Comedy,Big Momma's House,2000
2719,3649,American Gigolo,Drama,American Gigolo,1980
2720,3652,City of the Living Dead,Horror,City of the Living Dead,1980
2721,3653,The Endless Summer,Documentary,The Endless Summer,1966
2722,3654,The Guns of Navarone,Action|Adventure|Drama|War,The Guns of Navarone,1961
2724,3658,Quatermass and the Pit,Horror|Sci-Fi,Quatermass and the Pit,1967
2725,3660,Puppet Master,Horror|Sci-Fi|Thriller,Puppet Master,1989
2726,3661,Puppet Master II,Horror|Sci-Fi|Thriller,Puppet Master II,1991
2727,3662,Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,Puppet Master III: Toulon's Revenge,1991
2728,3663,Puppet Master 4,Horror|Sci-Fi|Thriller,Puppet Master 4,1993
2729,3664,Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,Puppet Master 5: The Final Chapter,1994
2731,3668,Romeo and Juliet,Drama|Romance,Romeo and Juliet,1968
2732,3669,Stay Tuned,Comedy,Stay Tuned,1992
2733,3671,Blazing Saddles,Comedy|Western,Blazing Saddles,1974
2734,3672,Benji,Adventure|Children,Benji,1974
2735,3673,Benji the Hunted,Adventure|Children,Benji the Hunted,1987
2737,3675,White Christmas,Comedy|Musical|Romance,White Christmas,1954
